nama,alamat,kecamatan,google_rating,price_range_rupiah,business_status,processed_at,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²),jumlah_mall,jumlah_minimarket,jumlah_taman
PINUKKA CATERING & RESTO,JL. NARIPAN NO.131,sumur bandung,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:25:21,38323.0,3.49,10980.8,4.0,19.0,38.0
WARUNG SATE HM HARRIS,JL. ASIA AFRIKA NO.155,sumur bandung,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:25:23,38323.0,3.49,10980.8,4.0,19.0,38.0
AYAM GALAK BARA8,JL. BARANANG SIANG NO.59,sumur bandung,5.0,,OPERATIONAL,2025-06-28 21:25:24,38323.0,3.49,10980.8,4.0,19.0,38.0
SAYOGI MINASI,JL. BARANANG SIANG NO.65,sumur bandung,5.0,,OPERATIONAL,2025-06-28 21:25:25,38323.0,3.49,10980.8,4.0,19.0,38.0
WARUNG NASI IBU ODJOH,"3JM9+675, JL. SUNDA",sumur bandung,4.471320754716982,,OPERATIONAL,2025-06-28 21:25:26,38323.0,3.49,10980.8,4.0,19.0,38.0
WARUNG NASI NS,JL. BARANANG SIANG NO.61,sumur bandung,4.8,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 21:25:28,38323.0,3.49,10980.8,4.0,19.0,38.0
SOTO SULUNG,"FOODLIFE TOSERBA YOGYA SUNDA, JL. SUNDA NO.60",sumur bandung,4.2,,OPERATIONAL,2025-06-28 21:25:29,38323.0,3.49,10980.8,4.0,19.0,38.0
QUEEN YUMMY,JL. BARANANG SIANG NO.61,sumur bandung,4.471320754716982,,OPERATIONAL,2025-06-28 21:25:30,38323.0,3.49,10980.8,4.0,19.0,38.0
NASI KUNING BU APONG,JL. TAMAN CIBUNUT UTARA NO.1,sumur bandung,4.3,,OPERATIONAL,2025-06-28 21:25:31,38323.0,3.49,10980.8,4.0,19.0,38.0
WARUNG MALAM,JL. BARANANG SIANG NO.73/34A,sumur bandung,5.0,,OPERATIONAL,2025-06-28 21:25:32,38323.0,3.49,10980.8,4.0,19.0,38.0
VINCERO SOCIAL HOUSE,JL. PANAITAN NO.33,sumur bandung,4.5,,CLOSED_PERMANENTLY,2025-06-28 21:25:33,38323.0,3.49,10980.8,4.0,19.0,38.0
RM IBU HAJI CIJANTUNG VAN DEVENTER,"3JJ8+X2X, JL. VAN DEVENTER",sumur bandung,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:25:35,38323.0,3.49,10980.8,4.0,19.0,38.0
MASAKAN RUMAH DAPUR SAAD,JL. SAAD NO.9,sumur bandung,4.9,,OPERATIONAL,2025-06-28 21:25:36,38323.0,3.49,10980.8,4.0,19.0,38.0
WARTEG JAYA BAHARI,JL. BARANANG SIANG NO.28,sumur bandung,4.5,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 21:25:37,38323.0,3.49,10980.8,4.0,19.0,38.0
WARUNG NASI IBU TETI,JL. BARANANG SIANG NO.59,sumur bandung,4.8,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 21:25:38,38323.0,3.49,10980.8,4.0,19.0,38.0
WARUNG BU MAY,PS. KOSAMBI,sumur bandung,5.0,,OPERATIONAL,2025-06-28 21:25:39,38323.0,3.49,10980.8,4.0,19.0,38.0
RUMAH MAKAN NY TJOAN,JL. SAAD NO.26,sumur bandung,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:25:40,38323.0,3.49,10980.8,4.0,19.0,38.0
KEDAI NYONYA RUMAH,JL. NARIPAN NO.92C,sumur bandung,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:25:41,38323.0,3.49,10980.8,4.0,19.0,38.0
KINJO SHOKUDO (BENTO & TEPPANYAKI),"PS. KOSAMBI, JL. A. YANI NO.43 BLOK MB 42",sumur bandung,4.3,,OPERATIONAL,2025-06-28 21:25:42,38323.0,3.49,10980.8,4.0,19.0,38.0
CHICKEN SUMO,"TOSERBA YOGYA, JL. SUNDA",sumur bandung,3.6,,OPERATIONAL,2025-06-28 21:25:43,38323.0,3.49,10980.8,4.0,19.0,38.0
YAMI YAMI NOODLE HOUSE,JL. SUNDA NO.MOR 53,sumur bandung,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:25:44,38323.0,3.49,10980.8,4.0,19.0,38.0
CLASSIC CAFE & RESTO,JL. NARIPAN NO.48,sumur bandung,4.2,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:25:45,38323.0,3.49,10980.8,4.0,19.0,38.0
UMANARI CAFE & RESTO,JL. NARIPAN NO.36,sumur bandung,4.8,,OPERATIONAL,2025-06-28 21:25:49,38323.0,3.49,10980.8,4.0,19.0,38.0
BRUSSELS SPRING,JL. VETERAN NO.5,sumur bandung,4.9,,OPERATIONAL,2025-06-28 21:25:53,38323.0,3.49,10980.8,4.0,19.0,38.0
ANNAS FRIED CHIKEN KEBON PISANG ID,JL. BARANANG SIANG JL. KOSAMBI NO.45,sumur bandung,4.471320754716982,,OPERATIONAL,2025-06-28 21:25:54,38323.0,3.49,10980.8,4.0,19.0,38.0
WINGS UPSS,JL. NATUNA NO.5,sumur bandung,4.7,,OPERATIONAL,2025-06-28 21:25:55,38323.0,3.49,10980.8,4.0,19.0,38.0
DIETGO KITCHEN,JL. NARIPAN NO.34,sumur bandung,3.4,,OPERATIONAL,2025-06-28 21:25:56,38323.0,3.49,10980.8,4.0,19.0,38.0
SAGI KITCHEN,JL. SUNDA NO.85,sumur bandung,4.471320754716982,,OPERATIONAL,2025-06-28 21:25:58,38323.0,3.49,10980.8,4.0,19.0,38.0
FOODLIFE FOOD COURT,JL. SUNDA NO.60,sumur bandung,4.2,,OPERATIONAL,2025-06-28 21:25:59,38323.0,3.49,10980.8,4.0,19.0,38.0
HAYANG NGOPI,JL. EMBONG NO.6A,sumur bandung,4.9,,OPERATIONAL,2025-06-28 21:26:00,38323.0,3.49,10980.8,4.0,19.0,38.0
NM CAFE AND RESTO,JL. VETERAN NO.17C,sumur bandung,4.1,,OPERATIONAL,2025-06-28 21:26:01,38323.0,3.49,10980.8,4.0,19.0,38.0
HALOKA,JL. VETERAN NO.7,sumur bandung,4.8,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:26:02,38323.0,3.49,10980.8,4.0,19.0,38.0
DAPUR CIBUNUT,JL. CIBUNUT NO.12 RT 07/07,sumur bandung,4.7,,CLOSED_PERMANENTLY,2025-06-28 21:26:03,38323.0,3.49,10980.8,4.0,19.0,38.0
JATINANGOR HOUSE - NARIPAN,JL. NARIPAN NO.34,sumur bandung,3.1,,OPERATIONAL,2025-06-28 21:26:05,38323.0,3.49,10980.8,4.0,19.0,38.0
AMING COFFEE NARIPAN,JL. NARIPAN NO.47,sumur bandung,4.5,,OPERATIONAL,2025-06-28 21:26:06,38323.0,3.49,10980.8,4.0,19.0,38.0
MOUNLY - SAMPING YOGYA SUNDA,"SAMPING YOGYA SUNDA, JL. SUNDA NO.60",sumur bandung,4.8,,OPERATIONAL,2025-06-28 21:26:07,38323.0,3.49,10980.8,4.0,19.0,38.0
SAMBEL HEJO NATUNA,JL. NATUNA NO.29,sumur bandung,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:26:08,38323.0,3.49,10980.8,4.0,19.0,38.0
LAUT SUNDA RUMAH MAKAN,JL. SUNDA NO.77,sumur bandung,4.471320754716982,,OPERATIONAL,2025-06-28 21:26:09,38323.0,3.49,10980.8,4.0,19.0,38.0
CANTON CHINESE FOOD,JL. SUNDA NO.25,sumur bandung,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:26:10,38323.0,3.49,10980.8,4.0,19.0,38.0
SEMADO'S SHAWARMA,JL. NARIPAN NO.63B,sumur bandung,4.471320754716982,,CLOSED_PERMANENTLY,2025-06-28 21:26:11,38323.0,3.49,10980.8,4.0,19.0,38.0
KEUKEN VAN ELSJE,JL. BUTON NO.11,sumur bandung,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:26:12,38323.0,3.49,10980.8,4.0,19.0,38.0
RAMENINPO THE HALLWAY KOSAMBI,"THE HALLWAY SPACE, PS. KOSAMBI, JL. A. YANI NO.221 LT. 2",sumur bandung,4.7,,OPERATIONAL,2025-06-28 21:26:13,38323.0,3.49,10980.8,4.0,19.0,38.0
MARTY'S PIZZA,JL. BRAGA NO.45,sumur bandung,4.5,,OPERATIONAL,2025-06-28 21:26:14,38323.0,3.49,10980.8,4.0,19.0,38.0
UDAY CAFE & RESTO,"BRAGA CITIWALK LT. G, JL. BRAGA NO. 99,101, BRAGA, SUMUR
  BANDUNG",sumur bandung,4.2,,OPERATIONAL,2025-06-28 21:26:16,38323.0,3.49,10980.8,4.0,19.0,38.0
TERRACE RESTO OMALIA CAFE,JL. BRAGA NO.74,sumur bandung,4.1,,OPERATIONAL,2025-06-28 21:26:17,38323.0,3.49,10980.8,4.0,19.0,38.0
HOT SATAY - SATE GORENG PEDAS,JL. TELEPON NO.5,sumur bandung,4.9,,OPERATIONAL,2025-06-28 21:26:18,38323.0,3.49,10980.8,4.0,19.0,38.0
NASI SATE & GULE PAK LILI,GG. SUNIARAJA NO.42,sumur bandung,4.8,,OPERATIONAL,2025-06-28 21:26:19,38323.0,3.49,10980.8,4.0,19.0,38.0
"SATE ""AJ"" ASIN PEDAS (SATE AYAM, SATE SAPI, KAMBING)",JL. SUNIARAJA NO.32,sumur bandung,4.6,,OPERATIONAL,2025-06-28 21:26:20,38323.0,3.49,10980.8,4.0,19.0,38.0
MILK N CRUMBS BRAGA,JL. BRAGA NO.43,sumur bandung,4.9,,OPERATIONAL,2025-06-28 21:26:21,38323.0,3.49,10980.8,4.0,19.0,38.0
SWEET CANTINA,JL. BRAGA NO.89,sumur bandung,4.5,,OPERATIONAL,2025-06-28 21:26:22,38323.0,3.49,10980.8,4.0,19.0,38.0
LAKKER CAKE SHOP,JL. BRAGA NO.83,sumur bandung,4.6,,OPERATIONAL,2025-06-28 21:26:23,38323.0,3.49,10980.8,4.0,19.0,38.0
DIMSUM.INMONS.CIMAREME,KOMPLEK CIMAREME INDAH A4 NO.9,sumur bandung,2.5,,OPERATIONAL,2025-06-28 21:26:24,38323.0,3.49,10980.8,4.0,19.0,38.0
KEDAI DIMSUM TELEPON,JL. TELEPON NO.5,sumur bandung,4.471320754716982,,OPERATIONAL,2025-06-28 21:26:25,38323.0,3.49,10980.8,4.0,19.0,38.0
KANTIN FAMILY (LOTEK CI AAN),JL. PECINAN LAMA GG. IYAS NO.9 RT02/002,sumur bandung,5.0,,CLOSED_TEMPORARILY,2025-06-28 21:26:26,38323.0,3.49,10980.8,4.0,19.0,38.0
RESTAURANT RASA,JL. TAMBLONG NO.15,sumur bandung,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:26:28,38323.0,3.49,10980.8,4.0,19.0,38.0
TOKO SEJATI,JL. SUNIARAJA NO.120,sumur bandung,4.4,,OPERATIONAL,2025-06-28 21:26:29,38323.0,3.49,10980.8,4.0,19.0,38.0
KLAS TAP BAR,JL. SUNDA NO.65,sumur bandung,4.9,,CLOSED_PERMANENTLY,2025-06-28 21:26:30,38323.0,3.49,10980.8,4.0,19.0,38.0
FORK,JL. LEMBONG NO.8,sumur bandung,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:26:31,38323.0,3.49,10980.8,4.0,19.0,38.0
LONTONG KARI GOW-GOW ALKATER,JL. ALKATERI NO.20,sumur bandung,4.5,,OPERATIONAL,2025-06-28 21:26:32,38323.0,3.49,10980.8,4.0,19.0,38.0
MER KOFFIE & BRUNCH,JL. BRAGA NO.64 2ND FLOOR,sumur bandung,4.471320754716982,,OPERATIONAL,2025-06-28 21:26:33,38323.0,3.49,10980.8,4.0,19.0,38.0
CHIIZ O CHICKEN,JL. ABC NO.21,sumur bandung,4.471320754716982,,CLOSED_PERMANENTLY,2025-06-28 21:26:34,38323.0,3.49,10980.8,4.0,19.0,38.0
BRAGA PERMAI,JL. BRAGA NO.58,sumur bandung,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:26:35,38323.0,3.49,10980.8,4.0,19.0,38.0
MAISON BOGERIJEN,JL. BRAGA NO.58,sumur bandung,5.0,,OPERATIONAL,2025-06-28 21:26:36,38323.0,3.49,10980.8,4.0,19.0,38.0
WENDY'S - BRAGA,JL. BRAGA NO.99-101,sumur bandung,4.2,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:26:37,38323.0,3.49,10980.8,4.0,19.0,38.0
PREANGER RESTAURANT,"GRAND HOTEL PREANGER, JL. ASIA AFRIKA NO.81",sumur bandung,4.7,,OPERATIONAL,2025-06-28 21:26:38,38323.0,3.49,10980.8,4.0,19.0,38.0
GELORA MINANG RESTAURANT,JL. LEMBONG NO.22,sumur bandung,4.5,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 21:26:40,38323.0,3.49,10980.8,4.0,19.0,38.0
WARUNG C'MAR FOOD COURT,JL. BRAGA NO.69,sumur bandung,4.1,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:26:41,38323.0,3.49,10980.8,4.0,19.0,38.0
CARITA IZAKAYA,"ROOFTOP LANTAI 3 POPULAIR HOSTEL, JL. BRAGA NO.45",sumur bandung,4.8,,OPERATIONAL,2025-06-28 21:26:42,38323.0,3.49,10980.8,4.0,19.0,38.0
DE ALOEN ALOEN,"PASAR BARU SQUARE HOTEL, JL. OTTO ISKANDAR DINATA NO.81-89",sumur bandung,4.4,,OPERATIONAL,2025-06-28 21:26:43,38323.0,3.49,10980.8,4.0,19.0,38.0
MOSAIC RESTAURANT,"3JM6+3QP, JL. LEMBONG",sumur bandung,4.0,,OPERATIONAL,2025-06-28 21:26:44,38323.0,3.49,10980.8,4.0,19.0,38.0
SOLARIA - BRAGA CITYWALK,JL. BRAGA NO.99-101,sumur bandung,3.5,,OPERATIONAL,2025-06-28 21:26:45,38323.0,3.49,10980.8,4.0,19.0,38.0
BRASSERIE RESTAURANT,JL. ASIA AFRIKA NO.81,sumur bandung,4.7,,OPERATIONAL,2025-06-28 21:26:46,38323.0,3.49,10980.8,4.0,19.0,38.0
MIE RICA KEJAKSAAN,JL. KEJAKSAAN NO.7,sumur bandung,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:26:47,38323.0,3.49,10980.8,4.0,19.0,38.0
TOKO TAHILALATS,JL. BRAGA NO.35,sumur bandung,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:26:49,38323.0,3.49,10980.8,4.0,19.0,38.0
KIPIKUPI CAFE,JL. ALKATERI NO.44,sumur bandung,4.471320754716982,,OPERATIONAL,2025-06-28 21:26:50,38323.0,3.49,10980.8,4.0,19.0,38.0
BANDUNG SUKI,JL. BRAGA NO.70,sumur bandung,4.4,Rp 100.000 - 200.000,CLOSED_PERMANENTLY,2025-06-28 21:26:50,38323.0,3.49,10980.8,4.0,19.0,38.0
HONG SIN RESTAURANT,JL. BANCEUY NO.110,sumur bandung,4.2,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:26:52,38323.0,3.49,10980.8,4.0,19.0,38.0
GOLDEN FLOWER HOTEL - LOTUS GARDEN RESTAURANT,JL. ASIA AFRIKA NO.15-17,sumur bandung,4.5,,OPERATIONAL,2025-06-28 21:26:53,38323.0,3.49,10980.8,4.0,19.0,38.0
JABARANO COFFEE,JL. BRAGA NO.15,sumur bandung,4.6,,OPERATIONAL,2025-06-28 21:26:54,38323.0,3.49,10980.8,4.0,19.0,38.0
BOJA EATERY & BAR BANDUNG,"SUMATRA, JL. SUMATERA NO.21",sumur bandung,4.6,,OPERATIONAL,2025-06-28 21:26:55,38323.0,3.49,10980.8,4.0,19.0,38.0
SUIS BUTCHER BRAGA,JL. BRAGA NO.43,sumur bandung,4.5,,CLOSED_TEMPORARILY,2025-06-28 21:26:56,38323.0,3.49,10980.8,4.0,19.0,38.0
CANARY BAKERY AND CAFE,JL. BRAGA NO.16,sumur bandung,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:26:57,38323.0,3.49,10980.8,4.0,19.0,38.0
WARUNG KOPI PURNAMA,JL. ALKATERI NO.22,sumur bandung,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:26:58,38323.0,3.49,10980.8,4.0,19.0,38.0
WIKI KOFFIE,JL. BRAGA NO.90,sumur bandung,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:26:59,38323.0,3.49,10980.8,4.0,19.0,38.0
ANGKRINGAN TETEH BANDUNG,JL. BRAGA NO.18A,sumur bandung,4.6,,OPERATIONAL,2025-06-28 21:27:00,38323.0,3.49,10980.8,4.0,19.0,38.0
ZENSEI,JL. BRAGA NO.41,sumur bandung,5.0,,OPERATIONAL,2025-06-28 21:27:01,38323.0,3.49,10980.8,4.0,19.0,38.0
SOP KAKI MAS PENDI,JL. BANCEUY NO.20,sumur bandung,4.7,,OPERATIONAL,2025-06-28 21:27:02,38323.0,3.49,10980.8,4.0,19.0,38.0
KATSUNYAKA BRAGA SARINAH,JL. BRAGA NO.10,sumur bandung,4.8,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:27:04,38323.0,3.49,10980.8,4.0,19.0,38.0
RASA BAKERY & CAFE,JL. TAMBLONG NO.15,sumur bandung,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:27:04,38323.0,3.49,10980.8,4.0,19.0,38.0
CUPOLA COFFEE SHOP,JL. BRAGA NO.43,sumur bandung,4.4,,OPERATIONAL,2025-06-28 21:27:06,38323.0,3.49,10980.8,4.0,19.0,38.0
SALAD POINT ID BRAGA CITYWALK,JL. BRAGA NO.99-101,sumur bandung,4.3,,CLOSED_TEMPORARILY,2025-06-28 21:27:07,38323.0,3.49,10980.8,4.0,19.0,38.0
WIFI.ID CORNER (WICO) - LEMBONG,JL. LEMBONG NO.11,sumur bandung,4.4,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 21:27:08,38323.0,3.49,10980.8,4.0,19.0,38.0
WHYNOT,JL. BRAGA NO.42,sumur bandung,4.3,,CLOSED_PERMANENTLY,2025-06-28 21:27:09,38323.0,3.49,10980.8,4.0,19.0,38.0
GASTRO MEAT & GRILL,JL. BRAGA NO.40,sumur bandung,2.9,,OPERATIONAL,2025-06-28 21:27:10,38323.0,3.49,10980.8,4.0,19.0,38.0
AROMA COFFEE,JL. BANCEUY NO.51,sumur bandung,4.6,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 21:27:11,38323.0,3.49,10980.8,4.0,19.0,38.0
STOCKER HOUSE,JL. BRAGA NO.43,sumur bandung,4.5,,OPERATIONAL,2025-06-28 21:27:12,38323.0,3.49,10980.8,4.0,19.0,38.0
JURNAL RISA COFFEE BRAGA,JL. BRAGA NO.45,sumur bandung,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:27:14,38323.0,3.49,10980.8,4.0,19.0,38.0
MYLOC COFFEE & CAFE,JL. BRAGA NO.111,sumur bandung,4.7,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:27:15,38323.0,3.49,10980.8,4.0,19.0,38.0
FLASH COFFEE,"CITYWALK, JL. BRAGA NO.99-101",sumur bandung,4.4,,OPERATIONAL,2025-06-28 21:27:16,38323.0,3.49,10980.8,4.0,19.0,38.0
LITTLE CONTRAST BRAGA,JL. BRAGA NO.88,sumur bandung,4.7,,OPERATIONAL,2025-06-28 21:27:17,38323.0,3.49,10980.8,4.0,19.0,38.0
KOPI TOKO DJAWA (BRAGA),JL. BRAGA NO.81,sumur bandung,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:27:18,38323.0,3.49,10980.8,4.0,19.0,38.0
BLUE DOORS,JL. ALKATERI NO.2,sumur bandung,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:27:19,38323.0,3.49,10980.8,4.0,19.0,38.0
KOPI JANJI JIWA & JIWA TOAST BRAGA BANDUNG,JL. BRAGA NO.99-101,sumur bandung,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:27:20,38323.0,3.49,10980.8,4.0,19.0,38.0
CONCLAVE - DINE & MUSIC,"CONCLAVE DINE & MUSIC, B1 LEVEL, VUE PALACE HOTEL, JL.
  OTTO ISKANDAR DINATA NO.3",sumur bandung,4.7,,OPERATIONAL,2025-06-28 21:27:21,38323.0,3.49,10980.8,4.0,19.0,38.0
ELISABETH,JL. KB. SIRIH DALAM NO.6,sumur bandung,4.471320754716982,,OPERATIONAL,2025-06-28 21:27:23,38323.0,3.49,10980.8,4.0,19.0,38.0
BGANA RESTORAN KELUARGA,"JL. MERDEKA NO. 56, BANDUNG INDAH PLAZA LT 2",sumur bandung,4.2,,OPERATIONAL,2025-06-28 21:27:24,38323.0,3.49,10980.8,4.0,19.0,38.0
BLEND RESTO STEAK,JL. PURNAWARMAN NO.13-15,sumur bandung,4.7,,OPERATIONAL,2025-06-28 21:27:25,38323.0,3.49,10980.8,4.0,19.0,38.0
STARBUCKS • ASIA AFRIKA,JL. BRAGA NO.2,sumur bandung,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:27:26,38323.0,3.49,10980.8,4.0,19.0,38.0
SUMBER HIDANGAN BAKERY,JL. BRAGA NO.20-22,sumur bandung,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:27:28,38323.0,3.49,10980.8,4.0,19.0,38.0
BRAGA CITYWALK,JL. BRAGA NO.99-101,sumur bandung,4.5,,OPERATIONAL,2025-06-28 21:27:29,38323.0,3.49,10980.8,4.0,19.0,38.0
FILOSOFI KOPI BRAGA,JL. BRAGA NO.3,sumur bandung,4.6,,OPERATIONAL,2025-06-28 21:27:31,38323.0,3.49,10980.8,4.0,19.0,38.0
SUSHI TEI,JL. SUMATERA NO.9,sumur bandung,4.6,Rp 100.000 - 200.000,OPERATIONAL,2025-06-28 21:27:32,38323.0,3.49,10980.8,4.0,19.0,38.0
SATE BRAGA TAICHAN DAN YAKITORI,JL. ABC NO.22,sumur bandung,5.0,,OPERATIONAL,2025-06-28 21:27:33,38323.0,3.49,10980.8,4.0,19.0,38.0
NYONYA MANIS DRINKING CLUB,JL. BRAGA NO.31-33,sumur bandung,4.7,,OPERATIONAL,2025-06-28 21:27:34,38323.0,3.49,10980.8,4.0,19.0,38.0
RED DISTRICT,JL. BRAGA NO.84,sumur bandung,4.5,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 21:27:35,38323.0,3.49,10980.8,4.0,19.0,38.0
LA BARAGA CAFE,JL. BRAGA NO.54,sumur bandung,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:27:36,38323.0,3.49,10980.8,4.0,19.0,38.0
I AM BEER,JL. SUNIARAJA NO.3,sumur bandung,4.4,,OPERATIONAL,2025-06-28 21:27:37,38323.0,3.49,10980.8,4.0,19.0,38.0
OHARANG BBQ (아랑),JL. PURNAWARMAN NO.2,sumur bandung,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:27:38,38323.0,3.49,10980.8,4.0,19.0,38.0
BELGIAN WAFEL,JL. PURNAWARMAN NO.13 LANTAI 3,sumur bandung,4.0,,OPERATIONAL,2025-06-28 21:27:39,38323.0,3.49,10980.8,4.0,19.0,38.0
IMPERIAL THE CHINESE CUISINE,JL. PURNAWARMAN NO.13-15,sumur bandung,4.5,Rp 100.000 - 200.000,OPERATIONAL,2025-06-28 21:27:40,38323.0,3.49,10980.8,4.0,19.0,38.0
ROAD CAFE STEAK & PASTA,"FOODCOURT JL. MERDEKA.49, KONTAINER NO.7",sumur bandung,4.7,,OPERATIONAL,2025-06-28 21:27:41,38323.0,3.49,10980.8,4.0,19.0,38.0
HAINAN FRIED CHICKEN,"L3 , ISTANA BANDUNG ELECTRONIC CENTER ( BEC ) , JL.
  PURNAWARMAN, BABAKAN CIAMIS , 13-15 , SUMUR BANDUNG , 40117 BANDUNG , JAWA
  BARAT",sumur bandung,4.7,,OPERATIONAL,2025-06-28 21:27:43,38323.0,3.49,10980.8,4.0,19.0,38.0
FEEL IT BURGER,JL. MERDEKA NO.49,sumur bandung,1.0,,OPERATIONAL,2025-06-28 21:27:44,38323.0,3.49,10980.8,4.0,19.0,38.0
KEDAI KETO,JL. BABAKAN CIAMIS NO.96 1B,sumur bandung,5.0,,OPERATIONAL,2025-06-28 21:27:45,38323.0,3.49,10980.8,4.0,19.0,38.0
SINGAPORE HOT POT,"ISTANA BEC, JL. PURNAWARMAN BLOK D NO.03 LANTAI 3",sumur bandung,5.0,,OPERATIONAL,2025-06-28 21:27:46,38323.0,3.49,10980.8,4.0,19.0,38.0
MIGHTY STEAK RAW,JL. MERDEKA NO.49,sumur bandung,4.471320754716982,,OPERATIONAL,2025-06-28 21:27:47,38323.0,3.49,10980.8,4.0,19.0,38.0
PANEKUK (PANCAKE & KOPI),JL.KEBON SIRIH 1 NO 200/5B RT.07/08,sumur bandung,4.8,,OPERATIONAL,2025-06-28 21:27:48,38323.0,3.49,10980.8,4.0,19.0,38.0
PILLOW CAKE,JL. ACEH NO.15,sumur bandung,4.4,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 21:27:49,38323.0,3.49,10980.8,4.0,19.0,38.0
ACE HARDWARE - BEC,"GEDUNG BARU, BAN, ISTANA BEC, JL. PURNAWARMAN NO.5 – 17 LT.1",sumur bandung,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:27:51,38323.0,3.49,10980.8,4.0,19.0,38.0
WAROENG MARANGGI D'SATE'S,JL. ACEH NO.24,sumur bandung,3.6,,OPERATIONAL,2025-06-28 21:27:52,38323.0,3.49,10980.8,4.0,19.0,38.0
IOTA COFFEE,"FOOD POINT, ISTANA BEC, JL. PURNAWARMAN NO.5-17 LT. 3",sumur bandung,3.0,,OPERATIONAL,2025-06-28 21:27:53,38323.0,3.49,10980.8,4.0,19.0,38.0
96 C/F CUSTOM COFFEE GARAGE,"PS. BESI KB. SIRIH, JALAN BABAKAN CIAMIS NO.96/1B, BELAKANG
  NO.07 RT 06",sumur bandung,4.9,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 21:27:54,38323.0,3.49,10980.8,4.0,19.0,38.0
BAHAGIA KOPI - BRAGA,JL. BRAGA NO.61,sumur bandung,4.7,,OPERATIONAL,2025-06-28 21:27:55,38323.0,3.49,10980.8,4.0,19.0,38.0
DELI COFFEE SHOP,JL. MERDEKA NO.32,sumur bandung,5.0,,OPERATIONAL,2025-06-28 21:27:56,38323.0,3.49,10980.8,4.0,19.0,38.0
APERO CAFE,"DEPAN BEC, JL. PURNAWARMAN NO.32",sumur bandung,4.5,,OPERATIONAL,2025-06-28 21:27:57,38323.0,3.49,10980.8,4.0,19.0,38.0
IFI BANDUNG,JL. PURNAWARMAN NO.32,sumur bandung,4.7,,OPERATIONAL,2025-06-28 21:27:58,38323.0,3.49,10980.8,4.0,19.0,38.0
BLUE OLIVES TAVERNA,JL. KEBON SIRIH NO.31,sumur bandung,4.9,,OPERATIONAL,2025-06-28 21:27:59,38323.0,3.49,10980.8,4.0,19.0,38.0
"WARUNG INDOMIE DAN NASI KEBULI, MERDEKA",LLRE MARTADINATA ST NO.12 B,sumur bandung,1.0,,OPERATIONAL,2025-06-28 21:28:01,38323.0,3.49,10980.8,4.0,19.0,38.0
KEDAY MAKANAN PESTA,FOOD COURT BIP LT.3,sumur bandung,4.1,,OPERATIONAL,2025-06-28 21:28:02,38323.0,3.49,10980.8,4.0,19.0,38.0
